0	0000
1d360	𝍠
1d361	𝍡
1d362	𝍢
1d363	𝍣
1d364	𝍤
1d365	𝍥
1d366	𝍦
1d367	𝍧
1d368	𝍨
1d369	𝍩
1d36a	𝍪
1d36b	𝍫
1d36c	𝍬
1d36d	𝍭
1d36e	𝍮
1d36f	𝍯
1d370	𝍰
1d371	𝍱
1d372	𝍲
1d373	𝍳
1d374	𝍴
1d375	𝍵
1d376	𝍶
1d377	𝍷
1d378	𝍸
1d400	𝐀
1d401	𝐁
1d402	𝐂
1d403	𝐃
1d404	𝐄
1d405	𝐅
1d406	𝐆
1d407	𝐇
1d408	𝐈
1d409	𝐉
1d40a	𝐊
1d40b	𝐋
1d40c	𝐌
1d40d	𝐍
1d40e	𝐎
1d40f	𝐏
1d410	𝐐
1d411	𝐑
1d412	𝐒
1d413	𝐓
1d414	𝐔
1d415	𝐕
1d416	𝐖
1d417	𝐗
1d418	𝐘
1d419	𝐙
1d41a	𝐚
1d41b	𝐛
1d41c	𝐜
1d41d	𝐝
1d41e	𝐞
1d41f	𝐟
1d420	𝐠
1d421	𝐡
1d422	𝐢
1d423	𝐣
1d424	𝐤
1d425	𝐥
1d426	𝐦
1d427	𝐧
1d428	𝐨
1d429	𝐩
1d42a	𝐪
1d42b	𝐫
1d42c	𝐬
1d42d	𝐭
1d42e	𝐮
1d42f	𝐯
1d430	𝐰
1d431	𝐱
1d432	𝐲
1d433	𝐳
1d434	𝐴
1d435	𝐵
1d436	𝐶
1d437	𝐷
1d438	𝐸
1d439	𝐹
1d43a	𝐺
1d43b	𝐻
1d43c	𝐼
1d43d	𝐽
1d43e	𝐾
1d43f	𝐿
1d440	𝑀
1d441	𝑁
1d442	𝑂
1d443	𝑃
1d444	𝑄
1d445	𝑅
1d446	𝑆
1d447	𝑇
1d448	𝑈
1d449	𝑉
1d44a	𝑊
1d44b	𝑋
1d44c	𝑌
1d44d	𝑍
1d44e	𝑎
1d44f	𝑏
1d450	𝑐
1d451	𝑑
1d452	𝑒
1d453	𝑓
1d454	𝑔
1d456	𝑖
1d457	𝑗
1d458	𝑘
1d459	𝑙
1d45a	𝑚
1d45b	𝑛
1d45c	𝑜
1d45d	𝑝
1d45e	𝑞
1d45f	𝑟
1d460	𝑠
1d461	𝑡
1d462	𝑢
1d463	𝑣
1d464	𝑤
1d465	𝑥
1d466	𝑦
1d467	𝑧
1d468	𝑨
1d469	𝑩
1d46a	𝑪
1d46b	𝑫
1d46c	𝑬
1d46d	𝑭
1d46e	𝑮
1d46f	𝑯
1d470	𝑰
1d471	𝑱
1d472	𝑲
1d473	𝑳
1d474	𝑴
1d475	𝑵
1d476	𝑶
1d477	𝑷
1d478	𝑸
1d479	𝑹
1d47a	𝑺
1d47b	𝑻
1d47c	𝑼
1d47d	𝑽
1d47e	𝑾
1d47f	𝑿
1d480	𝒀
1d481	𝒁
1d482	𝒂
1d483	𝒃
1d484	𝒄
1d485	𝒅
1d486	𝒆
1d487	𝒇
1d488	𝒈
1d489	𝒉
1d48a	𝒊
1d48b	𝒋
1d48c	𝒌
1d48d	𝒍
1d48e	𝒎
1d48f	𝒏
1d490	𝒐
1d491	𝒑
1d492	𝒒
1d493	𝒓
1d494	𝒔
1d495	𝒕
1d496	𝒖
1d497	𝒗
1d498	𝒘
1d499	𝒙
1d49a	𝒚
1d49b	𝒛
1d49c	𝒜
1d49e	𝒞
1d49f	𝒟
1d4a2	𝒢
1d4a5	𝒥
1d4a6	𝒦
1d4a9	𝒩
1d4aa	𝒪
1d4ab	𝒫
1d4ac	𝒬
1d4ae	𝒮
1d4af	𝒯
1d4b0	𝒰
1d4b1	𝒱
1d4b2	𝒲
1d4b3	𝒳
1d4b4	𝒴
1d4b5	𝒵
1d4b6	𝒶
1d4b7	𝒷
1d4b8	𝒸
1d4b9	𝒹
1d4bb	𝒻
1d4bd	𝒽
1d4be	𝒾
1d4bf	𝒿
1d4c0	𝓀
1d4c1	𝓁
1d4c2	𝓂
1d4c3	𝓃
1d4c5	𝓅
1d4c6	𝓆
1d4c7	𝓇
1d4c8	𝓈
1d4c9	𝓉
1d4ca	𝓊
1d4cb	𝓋
1d4cc	𝓌
1d4cd	𝓍
1d4ce	𝓎
1d4cf	𝓏
1d4d0	𝓐
1d4d1	𝓑
1d4d2	𝓒
1d4d3	𝓓
1d4d4	𝓔
1d4d5	𝓕
1d4d6	𝓖
1d4d7	𝓗
1d4d8	𝓘
1d4d9	𝓙
1d4da	𝓚
1d4db	𝓛
1d4dc	𝓜
1d4dd	𝓝
1d4de	𝓞
1d4df	𝓟
1d4e0	𝓠
1d4e1	𝓡
1d4e2	𝓢
1d4e3	𝓣
1d4e4	𝓤
1d4e5	𝓥
1d4e6	𝓦
1d4e7	𝓧
1d4e8	𝓨
1d4e9	𝓩
1d4ea	𝓪
1d4eb	𝓫
1d4ec	𝓬
1d4ed	𝓭
1d4ee	𝓮
1d4ef	𝓯
1d4f0	𝓰
1d4f1	𝓱
1d4f2	𝓲
1d4f3	𝓳
1d4f4	𝓴
1d4f5	𝓵
1d4f6	𝓶
1d4f7	𝓷
1d4f8	𝓸
1d4f9	𝓹
1d4fa	𝓺
1d4fb	𝓻
1d4fc	𝓼
1d4fd	𝓽
1d4fe	𝓾
1d4ff	𝓿
1d500	𝔀
1d501	𝔁
1d502	𝔂
1d503	𝔃
1d504	𝔄
1d505	𝔅
1d507	𝔇
1d508	𝔈
1d509	𝔉
1d50a	𝔊
1d50d	𝔍
1d50e	𝔎
1d50f	𝔏
1d510	𝔐
1d511	𝔑
1d512	𝔒
1d513	𝔓
1d514	𝔔
1d516	𝔖
1d517	𝔗
1d518	𝔘
1d519	𝔙
1d51a	𝔚
1d51b	𝔛
1d51c	𝔜
1d51e	𝔞
1d51f	𝔟
1d520	𝔠
1d521	𝔡
1d522	𝔢
1d523	𝔣
1d524	𝔤
1d525	𝔥
1d526	𝔦
1d527	𝔧
1d528	𝔨
1d529	𝔩
1d52a	𝔪
1d52b	𝔫
1d52c	𝔬
1d52d	𝔭
1d52e	𝔮
1d52f	𝔯
1d530	𝔰
1d531	𝔱
1d532	𝔲
1d533	𝔳
1d534	𝔴
1d535	𝔵
1d536	𝔶
1d537	𝔷
1d538	𝔸
1d539	𝔹
1d53b	𝔻
1d53c	𝔼
1d53d	𝔽
1d53e	𝔾
1d540	𝕀
1d541	𝕁
1d542	𝕂
1d543	𝕃
1d544	𝕄
1d546	𝕆
1d54a	𝕊
1d54b	𝕋
1d54c	𝕌
1d54d	𝕍
1d54e	𝕎
1d54f	𝕏
1d550	𝕐
1d552	𝕒
1d553	𝕓
1d554	𝕔
1d555	𝕕
1d556	𝕖
1d557	𝕗
1d558	𝕘
1d559	𝕙
1d55a	𝕚
1d55b	𝕛
1d55c	𝕜
1d55d	𝕝
1d55e	𝕞
1d55f	𝕟
1d560	𝕠
1d561	𝕡
1d562	𝕢
1d563	𝕣
1d564	𝕤
1d565	𝕥
1d566	𝕦
1d567	𝕧
1d568	𝕨
1d569	𝕩
1d56a	𝕪
1d56b	𝕫
1d56c	𝕬
1d56d	𝕭
1d56e	𝕮
1d56f	𝕯
1d570	𝕰
1d571	𝕱
1d572	𝕲
1d573	𝕳
1d574	𝕴
1d575	𝕵
1d576	𝕶
1d577	𝕷
1d578	𝕸
1d579	𝕹
1d57a	𝕺
1d57b	𝕻
1d57c	𝕼
1d57d	𝕽
1d57e	𝕾
1d57f	𝕿
1d580	𝖀
1d581	𝖁
1d582	𝖂
1d583	𝖃
1d584	𝖄
1d585	𝖅
1d586	𝖆
1d587	𝖇
1d588	𝖈
1d589	𝖉
1d58a	𝖊
1d58b	𝖋
1d58c	𝖌
1d58d	𝖍
1d58e	𝖎
1d58f	𝖏
1d590	𝖐
1d591	𝖑
1d592	𝖒
1d593	𝖓
1d594	𝖔
1d595	𝖕
1d596	𝖖
1d597	𝖗
1d598	𝖘
1d599	𝖙
1d59a	𝖚
1d59b	𝖛
1d59c	𝖜
1d59d	𝖝
1d59e	𝖞
1d59f	𝖟
1d5a0	𝖠
1d5a1	𝖡
1d5a2	𝖢
1d5a3	𝖣
1d5a4	𝖤
1d5a5	𝖥
1d5a6	𝖦
1d5a7	𝖧
1d5a8	𝖨
1d5a9	𝖩
1d5aa	𝖪
1d5ab	𝖫
1d5ac	𝖬
1d5ad	𝖭
1d5ae	𝖮
1d5af	𝖯
1d5b0	𝖰
1d5b1	𝖱
1d5b2	𝖲
1d5b3	𝖳
1d5b4	𝖴
1d5b5	𝖵
1d5b6	𝖶
1d5b7	𝖷
1d5b8	𝖸
1d5b9	𝖹
1d5ba	𝖺
1d5bb	𝖻
1d5bc	𝖼
1d5bd	𝖽
1d5be	𝖾
1d5bf	𝖿
1d5c0	𝗀
1d5c1	𝗁
1d5c2	𝗂
1d5c3	𝗃
1d5c4	𝗄
1d5c5	𝗅
1d5c6	𝗆
1d5c7	𝗇
1d5c8	𝗈
1d5c9	𝗉
1d5ca	𝗊
1d5cb	𝗋
1d5cc	𝗌
1d5cd	𝗍
1d5ce	𝗎
1d5cf	𝗏
1d5d0	𝗐
1d5d1	𝗑
1d5d2	𝗒
1d5d3	𝗓
1d5d4	𝗔
1d5d5	𝗕
1d5d6	𝗖
1d5d7	𝗗
1d5d8	𝗘
1d5d9	𝗙
1d5da	𝗚
1d5db	𝗛
1d5dc	𝗜
1d5dd	𝗝
1d5de	𝗞
1d5df	𝗟
1d5e0	𝗠
1d5e1	𝗡
1d5e2	𝗢
1d5e3	𝗣
1d5e4	𝗤
1d5e5	𝗥
1d5e6	𝗦
1d5e7	𝗧
1d5e8	𝗨
1d5e9	𝗩
1d5ea	𝗪
1d5eb	𝗫
1d5ec	𝗬
1d5ed	𝗭
1d5ee	𝗮
1d5ef	𝗯
1d5f0	𝗰
1d5f1	𝗱
1d5f2	𝗲
1d5f3	𝗳
1d5f4	𝗴
1d5f5	𝗵
1d5f6	𝗶
1d5f7	𝗷
1d5f8	𝗸
1d5f9	𝗹
1d5fa	𝗺
1d5fb	𝗻
1d5fc	𝗼
1d5fd	𝗽
1d5fe	𝗾
1d5ff	𝗿
1d600	𝘀
1d601	𝘁
1d602	𝘂
1d603	𝘃
1d604	𝘄
1d605	𝘅
1d606	𝘆
1d607	𝘇
1d608	𝘈
1d609	𝘉
1d60a	𝘊
1d60b	𝘋
1d60c	𝘌
1d60d	𝘍
1d60e	𝘎
1d60f	𝘏
1d610	𝘐
1d611	𝘑
1d612	𝘒
1d613	𝘓
1d614	𝘔
1d615	𝘕
1d616	𝘖
1d617	𝘗
1d618	𝘘
1d619	𝘙
1d61a	𝘚
1d61b	𝘛
1d61c	𝘜
1d61d	𝘝
1d61e	𝘞
1d61f	𝘟
1d620	𝘠
1d621	𝘡
1d622	𝘢
1d623	𝘣
1d624	𝘤
1d625	𝘥
1d626	𝘦
1d627	𝘧
1d628	𝘨
1d629	𝘩
1d62a	𝘪
1d62b	𝘫
1d62c	𝘬
1d62d	𝘭
1d62e	𝘮
1d62f	𝘯
1d630	𝘰
1d631	𝘱
1d632	𝘲
1d633	𝘳
1d634	𝘴
1d635	𝘵
1d636	𝘶
1d637	𝘷
1d638	𝘸
1d639	𝘹
1d63a	𝘺
1d63b	𝘻
1d63c	𝘼
1d63d	𝘽
1d63e	𝘾
1d63f	𝘿
1d640	𝙀
1d641	𝙁
1d642	𝙂
1d643	𝙃
1d644	𝙄
1d645	𝙅
1d646	𝙆
1d647	𝙇
1d648	𝙈
1d649	𝙉
1d64a	𝙊
1d64b	𝙋
1d64c	𝙌
1d64d	𝙍
1d64e	𝙎
1d64f	𝙏
1d650	𝙐
1d651	𝙑
1d652	𝙒
1d653	𝙓
1d654	𝙔
1d655	𝙕
1d656	𝙖
1d657	𝙗
1d658	𝙘
1d659	𝙙
1d65a	𝙚
1d65b	𝙛
1d65c	𝙜
1d65d	𝙝
1d65e	𝙞
1d65f	𝙟
1d660	𝙠
1d661	𝙡
1d662	𝙢
1d663	𝙣
1d664	𝙤
1d665	𝙥
1d666	𝙦
1d667	𝙧
1d668	𝙨
1d669	𝙩
1d66a	𝙪
1d66b	𝙫
1d66c	𝙬
1d66d	𝙭
1d66e	𝙮
1d66f	𝙯
1d670	𝙰
1d671	𝙱
1d672	𝙲
1d673	𝙳
1d674	𝙴
1d675	𝙵
1d676	𝙶
1d677	𝙷
1d678	𝙸
1d679	𝙹
1d67a	𝙺
1d67b	𝙻
1d67c	𝙼
1d67d	𝙽
1d67e	𝙾
1d67f	𝙿
1d680	𝚀
1d681	𝚁
1d682	𝚂
1d683	𝚃
1d684	𝚄
1d685	𝚅
1d686	𝚆
1d687	𝚇
1d688	𝚈
1d689	𝚉
1d68a	𝚊
1d68b	𝚋
1d68c	𝚌
1d68d	𝚍
1d68e	𝚎
1d68f	𝚏
1d690	𝚐
1d691	𝚑
1d692	𝚒
1d693	𝚓
1d694	𝚔
1d695	𝚕
1d696	𝚖
1d697	𝚗
1d698	𝚘
1d699	𝚙
1d69a	𝚚
1d69b	𝚛
1d69c	𝚜
1d69d	𝚝
1d69e	𝚞
1d69f	𝚟
1d6a0	𝚠
1d6a1	𝚡
1d6a2	𝚢
1d6a3	𝚣
1d6a4	𝚤
1d6a5	𝚥
1d6a8	𝚨
1d6a9	𝚩
1d6aa	𝚪
1d6ab	𝚫
1d6ac	𝚬
1d6ad	𝚭
1d6ae	𝚮
1d6af	𝚯
1d6b0	𝚰
1d6b1	𝚱
1d6b2	𝚲
1d6b3	𝚳
1d6b4	𝚴
1d6b5	𝚵
1d6b6	𝚶
1d6b7	𝚷
1d6b8	𝚸
1d6b9	𝚹
1d6ba	𝚺
1d6bb	𝚻
1d6bc	𝚼
1d6bd	𝚽
1d6be	𝚾
1d6bf	𝚿
1d6c0	𝛀
1d6c1	𝛁
1d6c2	𝛂
1d6c3	𝛃
1d6c4	𝛄
1d6c5	𝛅
1d6c6	𝛆
1d6c7	𝛇
1d6c8	𝛈
1d6c9	𝛉
1d6ca	𝛊
1d6cb	𝛋
1d6cc	𝛌
1d6cd	𝛍
1d6ce	𝛎
1d6cf	𝛏
1d6d0	𝛐
1d6d1	𝛑
1d6d2	𝛒
1d6d3	𝛓
1d6d4	𝛔
1d6d5	𝛕
1d6d6	𝛖
1d6d7	𝛗
1d6d8	𝛘
1d6d9	𝛙
1d6da	𝛚
1d6db	𝛛
1d6dc	𝛜
1d6dd	𝛝
1d6de	𝛞
1d6df	𝛟
1d6e0	𝛠
1d6e1	𝛡
1d6e2	𝛢
1d6e3	𝛣
1d6e4	𝛤
1d6e5	𝛥
1d6e6	𝛦
1d6e7	𝛧
1d6e8	𝛨
1d6e9	𝛩
1d6ea	𝛪
1d6eb	𝛫
1d6ec	𝛬
1d6ed	𝛭
1d6ee	𝛮
1d6ef	𝛯
1d6f0	𝛰
1d6f1	𝛱
1d6f2	𝛲
1d6f3	𝛳
1d6f4	𝛴
1d6f5	𝛵
1d6f6	𝛶
1d6f7	𝛷
1d6f8	𝛸
1d6f9	𝛹
1d6fa	𝛺
1d6fb	𝛻
1d6fc	𝛼
1d6fd	𝛽
1d6fe	𝛾
1d6ff	𝛿
1d700	𝜀
1d701	𝜁
1d702	𝜂
1d703	𝜃
1d704	𝜄
1d705	𝜅
1d706	𝜆
1d707	𝜇
1d708	𝜈
1d709	𝜉
1d70a	𝜊
1d70b	𝜋
1d70c	𝜌
1d70d	𝜍
1d70e	𝜎
1d70f	𝜏
1d710	𝜐
1d711	𝜑
1d712	𝜒
1d713	𝜓
1d714	𝜔
1d715	𝜕
1d716	𝜖
1d717	𝜗
1d718	𝜘
1d719	𝜙
1d71a	𝜚
1d71b	𝜛
1d71c	𝜜
1d71d	𝜝
1d71e	𝜞
1d71f	𝜟
1d720	𝜠
1d721	𝜡
1d722	𝜢
1d723	𝜣
1d724	𝜤
1d725	𝜥
1d726	𝜦
1d727	𝜧
1d728	𝜨
1d729	𝜩
1d72a	𝜪
1d72b	𝜫
1d72c	𝜬
1d72d	𝜭
1d72e	𝜮
1d72f	𝜯
1d730	𝜰
1d731	𝜱
1d732	𝜲
1d733	𝜳
1d734	𝜴
1d735	𝜵
1d736	𝜶
1d737	𝜷
1d738	𝜸
1d739	𝜹
1d73a	𝜺
1d73b	𝜻
1d73c	𝜼
1d73d	𝜽
1d73e	𝜾
1d73f	𝜿
1d740	𝝀
1d741	𝝁
1d742	𝝂
1d743	𝝃
1d744	𝝄
1d745	𝝅
1d746	𝝆
1d747	𝝇
1d748	𝝈
1d749	𝝉
1d74a	𝝊
1d74b	𝝋
1d74c	𝝌
1d74d	𝝍
1d74e	𝝎
1d74f	𝝏
1d750	𝝐
1d751	𝝑
1d752	𝝒
1d753	𝝓
1d754	𝝔
1d755	𝝕
1d756	𝝖
1d757	𝝗
1d758	𝝘
1d759	𝝙
1d75a	𝝚
1d75b	𝝛
1d75c	𝝜
1d75d	𝝝
1d75e	𝝞
1d75f	𝝟
1d760	𝝠
1d761	𝝡
1d762	𝝢
1d763	𝝣
1d764	𝝤
1d765	𝝥
1d766	𝝦
1d767	𝝧
1d768	𝝨
1d769	𝝩
1d76a	𝝪
1d76b	𝝫
1d76c	𝝬
1d76d	𝝭
1d76e	𝝮
1d76f	𝝯
1d770	𝝰
1d771	𝝱
1d772	𝝲
1d773	𝝳
1d774	𝝴
1d775	𝝵
1d776	𝝶
1d777	𝝷
1d778	𝝸
1d779	𝝹
1d77a	𝝺
1d77b	𝝻
1d77c	𝝼
1d77d	𝝽
1d77e	𝝾
1d77f	𝝿
1d780	𝞀
1d781	𝞁
1d782	𝞂
1d783	𝞃
1d784	𝞄
1d785	𝞅
1d786	𝞆
1d787	𝞇
1d788	𝞈
1d789	𝞉
1d78a	𝞊
1d78b	𝞋
1d78c	𝞌
1d78d	𝞍
1d78e	𝞎
1d78f	𝞏
1d790	𝞐
1d791	𝞑
1d792	𝞒
1d793	𝞓
1d794	𝞔
1d795	𝞕
1d796	𝞖
1d797	𝞗
1d798	𝞘
1d799	𝞙
1d79a	𝞚
1d79b	𝞛
1d79c	𝞜
1d79d	𝞝
1d79e	𝞞
1d79f	𝞟
1d7a0	𝞠
1d7a1	𝞡
1d7a2	𝞢
1d7a3	𝞣
1d7a4	𝞤
1d7a5	𝞥
1d7a6	𝞦
1d7a7	𝞧
1d7a8	𝞨
1d7a9	𝞩
1d7aa	𝞪
1d7ab	𝞫
1d7ac	𝞬
1d7ad	𝞭
1d7ae	𝞮
1d7af	𝞯
1d7b0	𝞰
1d7b1	𝞱
1d7b2	𝞲
1d7b3	𝞳
1d7b4	𝞴
1d7b5	𝞵
1d7b6	𝞶
1d7b7	𝞷
1d7b8	𝞸
1d7b9	𝞹
1d7ba	𝞺
1d7bb	𝞻
1d7bc	𝞼
1d7bd	𝞽
1d7be	𝞾
1d7bf	𝞿
1d7c0	𝟀
1d7c1	𝟁
1d7c2	𝟂
1d7c3	𝟃
1d7c4	𝟄
1d7c5	𝟅
1d7c6	𝟆
1d7c7	𝟇
1d7c8	𝟈
1d7c9	𝟉
1d7ca	𝟊
1d7cb	𝟋
1d7ce	𝟎
1d7cf	𝟏
1d7d0	𝟐
1d7d1	𝟑
1d7d2	𝟒
1d7d3	𝟓
1d7d4	𝟔
1d7d5	𝟕
1d7d6	𝟖
1d7d7	𝟗
1d7d8	𝟘
1d7d9	𝟙
1d7da	𝟚
1d7db	𝟛
1d7dc	𝟜
1d7dd	𝟝
1d7de	𝟞
1d7df	𝟟
1d7e0	𝟠
1d7e1	𝟡
1d7e2	𝟢
1d7e3	𝟣
1d7e4	𝟤
1d7e5	𝟥
1d7e6	𝟦
1d7e7	𝟧
1d7e8	𝟨
1d7e9	𝟩
1d7ea	𝟪
1d7eb	𝟫
1d7ec	𝟬
1d7ed	𝟭
1d7ee	𝟮
1d7ef	𝟯
1d7f0	𝟰
1d7f1	𝟱
1d7f2	𝟲
1d7f3	𝟳
1d7f4	𝟴
1d7f5	𝟵
1d7f6	𝟶
1d7f7	𝟷
1d7f8	𝟸
1d7f9	𝟹
1d7fa	𝟺
1d7fb	𝟻
1d7fc	𝟼
1d7fd	𝟽
1d7fe	𝟾
1d7ff	𝟿
1d800	𝠀
1d801	𝠁
1d802	𝠂
1d803	𝠃
1d804	𝠄
1d805	𝠅
1d806	𝠆
1d807	𝠇
1d808	𝠈
1d809	𝠉
1d80a	𝠊
1d80b	𝠋
1d80c	𝠌
1d80d	𝠍
1d80e	𝠎
1d80f	𝠏
1d810	𝠐
1d811	𝠑
1d812	𝠒
1d813	𝠓
1d814	𝠔
1d815	𝠕
1d816	𝠖
1d817	𝠗
1d818	𝠘
1d819	𝠙
1d81a	𝠚
1d81b	𝠛
1d81c	𝠜
1d81d	𝠝
1d81e	𝠞
1d81f	𝠟
1d820	𝠠
1d821	𝠡
1d822	𝠢
1d823	𝠣
1d824	𝠤
1d825	𝠥
1d826	𝠦
1d827	𝠧
1d828	𝠨
1d829	𝠩
1d82a	𝠪
1d82b	𝠫
1d82c	𝠬
1d82d	𝠭
1d82e	𝠮
1d82f	𝠯
1d830	𝠰
1d831	𝠱
1d832	𝠲
1d833	𝠳
1d834	𝠴
1d835	𝠵
1d836	𝠶
1d837	𝠷
1d838	𝠸
1d839	𝠹
1d83a	𝠺
1d83b	𝠻
1d83c	𝠼
1d83d	𝠽
1d83e	𝠾
1d83f	𝠿
1d840	𝡀
1d841	𝡁
1d842	𝡂
1d843	𝡃
1d844	𝡄
1d845	𝡅
1d846	𝡆
1d847	𝡇
1d848	𝡈
1d849	𝡉
1d84a	𝡊
1d84b	𝡋
1d84c	𝡌
1d84d	𝡍
1d84e	𝡎
1d84f	𝡏
1d850	𝡐
1d851	𝡑
1d852	𝡒
1d853	𝡓
1d854	𝡔
1d855	𝡕
1d856	𝡖
1d857	𝡗
1d858	𝡘
1d859	𝡙
1d85a	𝡚
1d85b	𝡛
1d85c	𝡜
1d85d	𝡝
1d85e	𝡞
1d85f	𝡟
1d860	𝡠
1d861	𝡡
1d862	𝡢
1d863	𝡣
1d864	𝡤
1d865	𝡥
1d866	𝡦
1d867	𝡧
1d868	𝡨
1d869	𝡩
1d86a	𝡪
1d86b	𝡫
1d86c	𝡬
1d86d	𝡭
1d86e	𝡮
1d86f	𝡯
1d870	𝡰
1d871	𝡱
1d872	𝡲
1d873	𝡳
1d874	𝡴
1d875	𝡵
1d876	𝡶
1d877	𝡷
1d878	𝡸
1d879	𝡹
1d87a	𝡺
1d87b	𝡻
1d87c	𝡼
1d87d	𝡽
1d87e	𝡾
1d87f	𝡿
1d880	𝢀
1d881	𝢁
1d882	𝢂
1d883	𝢃
1d884	𝢄
1d885	𝢅
1d886	𝢆
1d887	𝢇
1d888	𝢈
1d889	𝢉
1d88a	𝢊
1d88b	𝢋
1d88c	𝢌
1d88d	𝢍
1d88e	𝢎
1d88f	𝢏
1d890	𝢐
1d891	𝢑
1d892	𝢒
1d893	𝢓
1d894	𝢔
1d895	𝢕
1d896	𝢖
1d897	𝢗
1d898	𝢘
1d899	𝢙
1d89a	𝢚
1d89b	𝢛
1d89c	𝢜
1d89d	𝢝
1d89e	𝢞
1d89f	𝢟
1d8a0	𝢠
1d8a1	𝢡
1d8a2	𝢢
1d8a3	𝢣
1d8a4	𝢤
1d8a5	𝢥
1d8a6	𝢦
1d8a7	𝢧
1d8a8	𝢨
1d8a9	𝢩
1d8aa	𝢪
1d8ab	𝢫
1d8ac	𝢬
1d8ad	𝢭
1d8ae	𝢮
1d8af	𝢯
1d8b0	𝢰
1d8b1	𝢱
1d8b2	𝢲
1d8b3	𝢳
1d8b4	𝢴
1d8b5	𝢵
1d8b6	𝢶
1d8b7	𝢷
1d8b8	𝢸
1d8b9	𝢹
1d8ba	𝢺
1d8bb	𝢻
1d8bc	𝢼
1d8bd	𝢽
1d8be	𝢾
1d8bf	𝢿
1d8c0	𝣀
1d8c1	𝣁
1d8c2	𝣂
1d8c3	𝣃
1d8c4	𝣄
1d8c5	𝣅
1d8c6	𝣆
1d8c7	𝣇
1d8c8	𝣈
1d8c9	𝣉
1d8ca	𝣊
1d8cb	𝣋
1d8cc	𝣌
1d8cd	𝣍
1d8ce	𝣎
1d8cf	𝣏
1d8d0	𝣐
1d8d1	𝣑
1d8d2	𝣒
1d8d3	𝣓
1d8d4	𝣔
1d8d5	𝣕
1d8d6	𝣖
1d8d7	𝣗
1d8d8	𝣘
1d8d9	𝣙
1d8da	𝣚
1d8db	𝣛
1d8dc	𝣜
1d8dd	𝣝
1d8de	𝣞
1d8df	𝣟
1d8e0	𝣠
1d8e1	𝣡
1d8e2	𝣢
1d8e3	𝣣
1d8e4	𝣤
1d8e5	𝣥
1d8e6	𝣦
1d8e7	𝣧
1d8e8	𝣨
1d8e9	𝣩
1d8ea	𝣪
1d8eb	𝣫
1d8ec	𝣬
1d8ed	𝣭
1d8ee	𝣮
1d8ef	𝣯
1d8f0	𝣰
1d8f1	𝣱
1d8f2	𝣲
1d8f3	𝣳
1d8f4	𝣴
1d8f5	𝣵
1d8f6	𝣶
1d8f7	𝣷
1d8f8	𝣸
1d8f9	𝣹
1d8fa	𝣺
1d8fb	𝣻
1d8fc	𝣼
1d8fd	𝣽
1d8fe	𝣾
1d8ff	𝣿
1d900	𝤀
1d901	𝤁
1d902	𝤂
1d903	𝤃
1d904	𝤄
1d905	𝤅
1d906	𝤆
1d907	𝤇
1d908	𝤈
1d909	𝤉
1d90a	𝤊
1d90b	𝤋
1d90c	𝤌
1d90d	𝤍
1d90e	𝤎
1d90f	𝤏
1d910	𝤐
1d911	𝤑
1d912	𝤒
1d913	𝤓
1d914	𝤔
1d915	𝤕
1d916	𝤖
1d917	𝤗
1d918	𝤘
1d919	𝤙
1d91a	𝤚
1d91b	𝤛
1d91c	𝤜
1d91d	𝤝
1d91e	𝤞
1d91f	𝤟
1d920	𝤠
1d921	𝤡
1d922	𝤢
1d923	𝤣
1d924	𝤤
1d925	𝤥
1d926	𝤦
1d927	𝤧
1d928	𝤨
1d929	𝤩
1d92a	𝤪
1d92b	𝤫
1d92c	𝤬
1d92d	𝤭
1d92e	𝤮
1d92f	𝤯
1d930	𝤰
1d931	𝤱
1d932	𝤲
1d933	𝤳
1d934	𝤴
1d935	𝤵
1d936	𝤶
1d937	𝤷
1d938	𝤸
1d939	𝤹
1d93a	𝤺
1d93b	𝤻
1d93c	𝤼
1d93d	𝤽
1d93e	𝤾
1d93f	𝤿
1d940	𝥀
1d941	𝥁
1d942	𝥂
1d943	𝥃
1d944	𝥄
1d945	𝥅
1d946	𝥆
1d947	𝥇
1d948	𝥈
1d949	𝥉
1d94a	𝥊
1d94b	𝥋
1d94c	𝥌
1d94d	𝥍
1d94e	𝥎
1d94f	𝥏
1d950	𝥐
1d951	𝥑
1d952	𝥒
1d953	𝥓
1d954	𝥔
1d955	𝥕
1d956	𝥖
1d957	𝥗
1d958	𝥘
1d959	𝥙
1d95a	𝥚
1d95b	𝥛
1d95c	𝥜
1d95d	𝥝
1d95e	𝥞
1d95f	𝥟
1d960	𝥠
1d961	𝥡
1d962	𝥢
1d963	𝥣
1d964	𝥤
1d965	𝥥
1d966	𝥦
1d967	𝥧
1d968	𝥨
1d969	𝥩
1d96a	𝥪
1d96b	𝥫
1d96c	𝥬
1d96d	𝥭
1d96e	𝥮
1d96f	𝥯
1d970	𝥰
1d971	𝥱
1d972	𝥲
1d973	𝥳
1d974	𝥴
1d975	𝥵
1d976	𝥶
1d977	𝥷
1d978	𝥸
1d979	𝥹
1d97a	𝥺
1d97b	𝥻
1d97c	𝥼
1d97d	𝥽
1d97e	𝥾
1d97f	𝥿
1d980	𝦀
1d981	𝦁
1d982	𝦂
1d983	𝦃
1d984	𝦄
1d985	𝦅
1d986	𝦆
1d987	𝦇
1d988	𝦈
1d989	𝦉
1d98a	𝦊
